"","Geneid","SYMBOL","NCBI_GeneID","Ensembl_GeneID","gene_biotype","Chr","Start","End","Strand","Length"
"gene-LOC124417733","gene-LOC124417733","LOC124417733",124417733,"","lncRNA","NC_052533.1","5842602","5865016","+",8119
"gene-LOC112531929","gene-LOC112531929","LOC112531929",112531929,"","lncRNA","NC_052533.1","6349957","6356744","+",6023
"gene-LOC124417740","gene-LOC124417740","LOC124417740",124417740,"","lncRNA","NC_052533.1","10731318","10742470","-",3273
"gene-LOC124418221","gene-LOC124418221","LOC124418221",124418221,"","lncRNA","NC_052533.1","14344317","14366297","-",21472
"gene-LOC101750758","gene-LOC101750758","LOC101750758",101750758,"","lncRNA","NC_052533.1","14416195","14431531","-",8023
"gene-LOC107052596","gene-LOC107052596","LOC107052596",107052596,"","lncRNA","NC_052533.1","14431505","14437435","+",4976
"gene-LOC124417777","gene-LOC124417777","LOC124417777",124417777,"","lncRNA","NC_052533.1","14881973","14907032","+",18998
"gene-LOC107052592","gene-LOC107052592","LOC107052592",107052592,"","lncRNA","NC_052533.1","15243798","15247630","+",2182
"gene-LOC121110044","gene-LOC121110044","LOC121110044",121110044,"","lncRNA","NC_052533.1","15475189","15483466","-",3282
"gene-LOC124418335","gene-LOC124418335","LOC124418335",124418335,"","lncRNA","NC_052533.1","17737773","17741569","+",3114
"gene-LOC107052622","gene-LOC107052622","LOC107052622",107052622,"","lncRNA","NC_052533.1","18386535","18429052","+",12651
"gene-LOC121109784","gene-LOC121109784","LOC121109784",121109784,"","lncRNA","NC_052533.1","20301161","20305618","-",4336
"gene-LOC121110080","gene-LOC121110080","LOC121110080",121110080,"","lncRNA","NC_052533.1","21257622","21283763","-",8322
"gene-LOC124417800","gene-LOC124417800","LOC124417800",124417800,"","lncRNA","NC_052533.1","22058944","22069945","+",10918
"gene-LOC124417727","gene-LOC124417727","LOC124417727",124417727,"","lncRNA","NC_052533.1","22529168","22533890","-",2210
"gene-LOC121109834","gene-LOC121109834","LOC121109834",121109834,"","lncRNA","NC_052533.1","22966240","22976700","+",8089
"gene-LOC101752305","gene-LOC101752305","LOC101752305",101752305,"","lncRNA","NC_052533.1","24771012","24782852","-",9801
"gene-LOC121110131","gene-LOC121110131","LOC121110131",121110131,"","lncRNA","NC_052533.1","24943171","24957785","+",6167
"gene-LOC121109727","gene-LOC121109727","LOC121109727",121109727,"","lncRNA","NC_052533.1","29936762","29947845","-",8367
"gene-LOC112531701","gene-LOC112531701","LOC112531701",112531701,"","lncRNA","NC_052533.1","30342978","30354695","+",4625
"gene-LOC107052556","gene-LOC107052556","LOC107052556",107052556,"","lncRNA","NC_052533.1","30453050","30476172","+",3650
"gene-LOC107052550","gene-LOC107052550","LOC107052550",107052550,"","lncRNA","NC_052533.1","30858393","30861152","-",1238
"gene-LOC124418317","gene-LOC124418317","LOC124418317",124418317,"","lncRNA","NC_052533.1","30883086","30886019","-",2765
"gene-LOC121109952","gene-LOC121109952","LOC121109952",121109952,"","lncRNA","NC_052533.1","31904692","31945628","-",5158
"gene-LOC101752322","gene-LOC101752322","LOC101752322",101752322,"","lncRNA","NC_052533.1","32072554","32079689","+",523
"gene-LOC121109556","gene-LOC121109556","LOC121109556",121109556,"","lncRNA","NC_052533.1","32514695","32537320","+",6836
"gene-HOXA10-AS","gene-HOXA10-AS","HOXA10-AS",105463054,"","lncRNA","NC_052533.1","32551702","32555513","+",1194
"gene-LOC107052544","gene-LOC107052544","LOC107052544",107052544,"","lncRNA","NC_052533.1","32569660","32571329","+",1153
"gene-LOC124417710","gene-LOC124417710","LOC124417710",124417710,"","lncRNA","NC_052533.1","33680256","33701250","-",3482
"gene-LOC101751380","gene-LOC101751380","LOC101751380",101751380,"","lncRNA","NC_052533.1","34054862","34162266","-",29384
"gene-LOC107052543","gene-LOC107052543","LOC107052543",107052543,"","lncRNA","NC_052533.1","34594502","34603444","+",4514
"gene-LOC121109994","gene-LOC121109994","LOC121109994",121109994,"","lncRNA","NC_052533.1","37808563","37817499","+",5084
"gene-LOC121109998","gene-LOC121109998","LOC121109998",121109998,"","lncRNA","NC_052533.1","38843275","38856673","+",11065
"gene-LOC121113112","gene-LOC121113112","LOC121113112",121113112,"","lncRNA","NC_052533.1","40349214","40367496","+",17962
"gene-LOC121109973","gene-LOC121109973","LOC121109973",121109973,"","lncRNA","NC_052533.1","40402052","40404041","-",1898
"gene-LOC112531723","gene-LOC112531723","LOC112531723",112531723,"","lncRNA","NC_052533.1","42643644","42648393","-",2238
"gene-LOC121110050","gene-LOC121110050","LOC121110050",121110050,"","lncRNA","NC_052533.1","42845576","42854876","+",7614
"gene-LOC121110089","gene-LOC121110089","LOC121110089",121110089,"","lncRNA","NC_052533.1","43810046","43811450","-",1111
"gene-LOC101751546","gene-LOC101751546","LOC101751546",101751546,"","lncRNA","NC_052533.1","44721307","44731875","+",6939
"gene-LOC107052522","gene-LOC107052522","LOC107052522",107052522,"","lncRNA","NC_052533.1","44739294","44744340","-",4648
"gene-LOC107052519","gene-LOC107052519","LOC107052519",107052519,"","lncRNA","NC_052533.1","46130794","46146093","+",12521
"gene-LOC112531728","gene-LOC112531728","LOC112531728",112531728,"","lncRNA","NC_052533.1","48414294","48439478","+",9727
"gene-LOC121109699","gene-LOC121109699","LOC121109699",121109699,"","lncRNA","NC_052533.1","49301840","49309416","+",7334
"gene-LOC101748400","gene-LOC101748400","LOC101748400",101748400,"","lncRNA","NC_052533.1","49861806","49893156","-",14229
"gene-LOC121110099","gene-LOC121110099","LOC121110099",121110099,"","lncRNA","NC_052533.1","49939181","49948431","-",9042
"gene-LOC121112012","gene-LOC121112012","LOC121112012",121112012,"","lncRNA","NC_052533.1","49952462","49982176","-",6975
"gene-LOC112531736","gene-LOC112531736","LOC112531736",112531736,"","lncRNA","NC_052533.1","50329376","50352306","+",21133
"gene-LOC112531738","gene-LOC112531738","LOC112531738",112531738,"","lncRNA","NC_052533.1","51665698","51669946","-",3461
"gene-LOC107051642","gene-LOC107051642","LOC107051642",107051642,"","lncRNA","NC_052533.1","52494393","52527663","+",20972
"gene-LOC121113124","gene-LOC121113124","LOC121113124",121113124,"","lncRNA","NC_052533.1","52817188","52820785","+",3102
"gene-LOC101748714","gene-LOC101748714","LOC101748714",101748714,"","lncRNA","NC_052533.1","55099384","55124985","-",11980
"gene-LOC101749475","gene-LOC101749475","LOC101749475",101749475,"","lncRNA","NC_052533.1","55461138","55465213","-",3737
"gene-LOC112531752","gene-LOC112531752","LOC112531752",112531752,"","lncRNA","NC_052533.1","55602100","55605067","-",1923
"gene-LOC121109825","gene-LOC121109825","LOC121109825",121109825,"","lncRNA","NC_052533.1","55640866","55652041","-",2571
"gene-LOC121113119","gene-LOC121113119","LOC121113119",121113119,"","lncRNA","NC_052533.1","55917779","55918644","-",725
"gene-LOC124417794","gene-LOC124417794","LOC124417794",124417794,"","lncRNA","NC_052533.1","58271245","58592095","-",31278
"gene-LOC121109769","gene-LOC121109769","LOC121109769",121109769,"","lncRNA","NC_052533.1","59142392","59150053","+",1554
"gene-LOC107051667","gene-LOC107051667","LOC107051667",107051667,"","lncRNA","NC_052533.1","62704978","62714946","+",4856
"gene-LOC121109959","gene-LOC121109959","LOC121109959",121109959,"","lncRNA","NC_052533.1","64020508","64028397","-",2737
"gene-LOC121109960","gene-LOC121109960","LOC121109960",121109960,"","lncRNA","NC_052533.1","64045327","64051410","-",4727
"gene-LOC124417766","gene-LOC124417766","LOC124417766",124417766,"","lncRNA","NC_052533.1","64348358","64351606","+",222
"gene-LOC101751974","gene-LOC101751974","LOC101751974",101751974,"","lncRNA","NC_052533.1","64523911","64533218","+",8283
"gene-LOC121109965","gene-LOC121109965","LOC121109965",121109965,"","lncRNA","NC_052533.1","65680863","65689429","+",5973
"gene-LOC112531766","gene-LOC112531766","LOC112531766",112531766,"","lncRNA","NC_052533.1","65702209","65769689","+",2237
"gene-LOC121113111","gene-LOC121113111","LOC121113111",121113111,"","lncRNA","NC_052533.1","65787208","65804050","-",13716
"gene-LOC121109966","gene-LOC121109966","LOC121109966",121109966,"","lncRNA","NC_052533.1","66081814","66104125","+",6220
"gene-LOC101748992","gene-LOC101748992","LOC101748992",101748992,"","lncRNA","NC_052533.1","67127555","67182143","-",12148
"gene-LOC121109884","gene-LOC121109884","LOC121109884",121109884,"","lncRNA","NC_052533.1","67219510","67221553","+",1394
"gene-LOC112531772","gene-LOC112531772","LOC112531772",112531772,"","lncRNA","NC_052533.1","67540687","67544174","-",1254
"gene-LOC112531773","gene-LOC112531773","LOC112531773",112531773,"","lncRNA","NC_052533.1","67614631","67628824","-",11974
"gene-LOC107052630","gene-LOC107052630","LOC107052630",107052630,"","lncRNA","NC_052533.1","67847249","67858619","+",10426
"gene-LOC121109785","gene-LOC121109785","LOC121109785",121109785,"","lncRNA","NC_052533.1","75077911","75141705","+",23397
"gene-LOC107052635","gene-LOC107052635","LOC107052635",107052635,"","lncRNA","NC_052533.1","75865772","75871595","+",4545
"gene-LOC107052640","gene-LOC107052640","LOC107052640",107052640,"","lncRNA","NC_052533.1","77391743","77430768","-",15888
"gene-LOC124417709","gene-LOC124417709","LOC124417709",124417709,"","lncRNA","NC_052533.1","79383096","79395967","+",9838
"gene-LOC101751251","gene-LOC101751251","LOC101751251",101751251,"","lncRNA","NC_052533.1","83194187","83297511","+",25687
"gene-LOC107052653","gene-LOC107052653","LOC107052653",107052653,"","lncRNA","NC_052533.1","83919251","83966842","+",32935
"gene-LOC107052651","gene-LOC107052651","LOC107052651",107052651,"","lncRNA","NC_052533.1","85392008","85401335","+",5035
"gene-LOC121110093","gene-LOC121110093","LOC121110093",121110093,"","lncRNA","NC_052533.1","88535692","88540035","-",1751
"gene-LOC112531945","gene-LOC112531945","LOC112531945",112531945,"","lncRNA","NC_052533.1","88957771","89005055","+",20905
"gene-LOC121113121","gene-LOC121113121","LOC121113121",121113121,"","lncRNA","NC_052533.1","89041924","89061281","+",13897
"gene-LOC121110096","gene-LOC121110096","LOC121110096",121110096,"","lncRNA","NC_052533.1","89303153","89312336","-",8485
"gene-LOC124417736","gene-LOC124417736","LOC124417736",124417736,"","lncRNA","NC_052533.1","95481230","95499491","+",2319
"gene-LOC107052698","gene-LOC107052698","LOC107052698",107052698,"","lncRNA","NC_052533.1","99372307","99385188","+",10709
"gene-LOC101749448","gene-LOC101749448","LOC101749448",101749448,"","lncRNA","NC_052533.1","100417674","100433104","-",2723
"gene-LOC107052699","gene-LOC107052699","LOC107052699",107052699,"","lncRNA","NC_052533.1","100449576","100511146","+",13289
"gene-LOC107051996","gene-LOC107051996","LOC107051996",107051996,"","lncRNA","NC_052533.1","101707966","101725276","-",3621
"gene-LOC107051997","gene-LOC107051997","LOC107051997",107051997,"","lncRNA","NC_052533.1","101879073","101883413","-",3637
"gene-LOC121111953","gene-LOC121111953","LOC121111953",121111953,"","lncRNA","NC_052533.1","102133707","102139328","-",4426
"gene-LOC121111955","gene-LOC121111955","LOC121111955",121111955,"","lncRNA","NC_052533.1","102250073","102254676","-",4103
"gene-LOC107052000","gene-LOC107052000","LOC107052000",107052000,"","lncRNA","NC_052533.1","102470210","102504265","-",18905
"gene-LOC121109886","gene-LOC121109886","LOC121109886",121109886,"","lncRNA","NC_052533.1","103191181","103208072","-",5089
"gene-LOC121109635","gene-LOC121109635","LOC121109635",121109635,"","lncRNA","NC_052533.1","103355783","103358643","-",1808
"gene-LOC107052003","gene-LOC107052003","LOC107052003",107052003,"","lncRNA","NC_052533.1","103461610","103465453","+",3492
"gene-LOC769098","gene-LOC769098","LOC769098",769098,"","lncRNA","NC_052533.1","104184581","104247769","-",5874
"gene-LOC124417722","gene-LOC124417722","LOC124417722",124417722,"","lncRNA","NC_052533.1","105986354","106000671","+",12178
"gene-LOC124417723","gene-LOC124417723","LOC124417723",124417723,"","lncRNA","NC_052533.1","106002759","106008116","-",5273
"gene-LOC124417042","gene-LOC124417042","LOC124417042",124417042,"","lncRNA","NC_052533.1","106614576","106617899","-",1812
"gene-LOC124417693","gene-LOC124417693","LOC124417693",124417693,"","lncRNA","NC_052533.1","107333418","107349230","+",15202
"gene-LOC121109537","gene-LOC121109537","LOC121109537",121109537,"","lncRNA","NC_052533.1","107589350","107608920","+",18728
"gene-LOC124417695","gene-LOC124417695","LOC124417695",124417695,"","lncRNA","NC_052533.1","107682912","107699270","-",1923
"gene-LOC101751801","gene-LOC101751801","LOC101751801",101751801,"","lncRNA","NC_052533.1","107828280","107874775","+",11536
"gene-LOC112531855","gene-LOC112531855","LOC112531855",112531855,"","lncRNA","NC_052533.1","109189254","109209821","+",5760
"gene-LOC112531854","gene-LOC112531854","LOC112531854",112531854,"","lncRNA","NC_052533.1","109209984","109226799","-",10891
"gene-LOC121109894","gene-LOC121109894","LOC121109894",121109894,"","lncRNA","NC_052533.1","110104191","110112692","+",5135
"gene-LOC121109898","gene-LOC121109898","LOC121109898",121109898,"","lncRNA","NC_052533.1","111085844","111116557","+",11528
"gene-LOC124417773","gene-LOC124417773","LOC124417773",124417773,"","lncRNA","NC_052533.1","111626432","111636965","+",3578
"gene-LOC121109899","gene-LOC121109899","LOC121109899",121109899,"","lncRNA","NC_052533.1","111776024","111781603","+",5502
"gene-LOC112531858","gene-LOC112531858","LOC112531858",112531858,"","lncRNA","NC_052533.1","112074773","112120516","+",1007
"gene-LOC107052732","gene-LOC107052732","LOC107052732",107052732,"","lncRNA","NC_052533.1","112568122","112579339","-",8769
"gene-LOC101750226","gene-LOC101750226","LOC101750226",101750226,"","lncRNA","NC_052533.1","112736058","112746472","+",4895
"gene-LOC107052740","gene-LOC107052740","LOC107052740",107052740,"","lncRNA","NC_052533.1","114979214","114983968","-",1670
"gene-LOC124417792","gene-LOC124417792","LOC124417792",124417792,"","lncRNA","NC_052533.1","117535322","117566896","-",4555
"gene-LOC112531867","gene-LOC112531867","LOC112531867",112531867,"","lncRNA","NC_052533.1","118007400","118029396","-",7954
"gene-LOC112531873","gene-LOC112531873","LOC112531873",112531873,"","lncRNA","NC_052533.1","119300732","119340714","+",18643
"gene-LOC112531874","gene-LOC112531874","LOC112531874",112531874,"","lncRNA","NC_052533.1","119424031","119428343","+",4190
"gene-LOC121109988","gene-LOC121109988","LOC121109988",121109988,"","lncRNA","NC_052533.1","120649289","120663164","-",7517
"gene-LOC101752273","gene-LOC101752273","LOC101752273",101752273,"","lncRNA","NC_052533.1","124161316","124189672","-",15380
"gene-LOC121109653","gene-LOC121109653","LOC121109653",121109653,"","lncRNA","NC_052533.1","125999613","126011904","-",9646
"gene-LOC101749368","gene-LOC101749368","LOC101749368",101749368,"","lncRNA","NC_052533.1","126848735","126868545","-",6711
"gene-LOC121109658","gene-LOC121109658","LOC121109658",121109658,"","lncRNA","NC_052533.1","127108052","127123246","+",1502
"gene-LOC100859492","gene-LOC100859492","LOC100859492",100859492,"","lncRNA","NC_052533.1","128256299","128270828","+",13161
"gene-LOC101751294","gene-LOC101751294","LOC101751294",101751294,"","lncRNA","NC_052533.1","128614907","128632331","-",7214
"gene-LOC100859898","gene-LOC100859898","LOC100859898",100859898,"","lncRNA","NC_052533.1","129629533","129677187","-",8567
"gene-LOC112531895","gene-LOC112531895","LOC112531895",112531895,"","lncRNA","NC_052533.1","131359598","131370387","+",8230
"gene-LOC124418215","gene-LOC124418215","LOC124418215",124418215,"","lncRNA","NC_052533.1","133855242","133882120","+",8398
"gene-LOC121109904","gene-LOC121109904","LOC121109904",121109904,"","lncRNA","NC_052533.1","134999771","135006312","+",6444
"gene-LOC107052785","gene-LOC107052785","LOC107052785",107052785,"","lncRNA","NC_052533.1","136276535","136278697","+",893
"gene-LOC101751629","gene-LOC101751629","LOC101751629",101751629,"","lncRNA","NC_052533.1","136370259","136397581","+",3948
"gene-LOC100858809","gene-LOC100858809","LOC100858809",100858809,"","lncRNA","NC_052533.1","138747529","138828652","+",3277
"gene-LOC121109571","gene-LOC121109571","LOC121109571",121109571,"","lncRNA","NC_052533.1","141639615","141667068","-",14014
"gene-LOC121109568","gene-LOC121109568","LOC121109568",121109568,"","lncRNA","NC_052533.1","145924776","145955009","-",24788
"gene-LOC107052826","gene-LOC107052826","LOC107052826",107052826,"","lncRNA","NC_052533.1","146963306","146984943","+",9873
"gene-LOC107052824","gene-LOC107052824","LOC107052824",107052824,"","lncRNA","NC_052533.1","147301218","147316800","-",7023
"gene-LOC121113105","gene-LOC121113105","LOC121113105",121113105,"","lncRNA","NC_052533.1","148225971","148226817","-",602
"gene-LOC121113108","gene-LOC121113108","LOC121113108",121113108,"","lncRNA","NC_052533.1","148827309","148832611","+",4807
"gene-LOC121110129","gene-LOC121110129","LOC121110129",121110129,"","lncRNA","NC_052533.1","148834267","148857075","-",14565
"gene-LOC121110461","gene-LOC121110461","LOC121110461",121110461,"","lncRNA","NC_052534.1","104377","114840","+",2186
"gene-LOC121110463","gene-LOC121110463","LOC121110463",121110463,"","lncRNA","NC_052534.1","233721","250958","-",13907
"gene-LOC107052837","gene-LOC107052837","LOC107052837",107052837,"","lncRNA","NC_052534.1","397315","415362","-",3762
